# solver	iter	num_paths	stddev
semimcfraeke	135	24.000000	0.000000
semimcfraeke	136	24.000000	0.000000
semimcfraeke	137	24.000000	0.000000
semimcfraeke	138	24.000000	0.000000
semimcfraeke	139	24.000000	0.000000
semimcfraeke	140	24.000000	0.000000
semimcfraeke	141	24.000000	0.000000
semimcfraeke	142	24.000000	0.000000
semimcfraeke	143	24.000000	0.000000
semimcfraeke	144	24.000000	0.000000
semimcfraeke	145	24.000000	0.000000
semimcfraeke	146	24.000000	0.000000
semimcfraeke	147	24.000000	0.000000
semimcfraeke	148	24.000000	0.000000
semimcfraeke	149	24.000000	0.000000
semimcfraeke	150	24.000000	0.000000
semimcfraeke	151	24.000000	0.000000
semimcfraeke	152	24.000000	0.000000
semimcfraeke	153	24.000000	0.000000
semimcfraeke	154	24.000000	0.000000
semimcfraeke	155	24.000000	0.000000
semimcfraeke	156	24.000000	0.000000
semimcfraeke	157	24.000000	0.000000
semimcfraeke	158	24.000000	0.000000
semimcfraeke	159	24.000000	0.000000
semimcfraeke	160	24.000000	0.000000
semimcfraeke	161	24.000000	0.000000
semimcfraeke	162	24.000000	0.000000
semimcfraeke	163	24.000000	0.000000
semimcfraeke	164	24.000000	0.000000
semimcfraeke	165	24.000000	0.000000
semimcfraeke	166	24.000000	0.000000
semimcfraeke	167	24.000000	0.000000
semimcfraeke	168	24.000000	0.000000
semimcfraeke	169	24.000000	0.000000
semimcfraeke	170	24.000000	0.000000
semimcfraeke	171	24.000000	0.000000
semimcfraeke	172	24.000000	0.000000
semimcfraeke	173	24.000000	0.000000
semimcfraeke	174	24.000000	0.000000
semimcfraeke	175	24.000000	0.000000
semimcfraeke	176	24.000000	0.000000
semimcfraeke	177	24.000000	0.000000
semimcfraeke	178	24.000000	0.000000
semimcfraeke	179	24.000000	0.000000
semimcfraeke	180	24.000000	0.000000
semimcfraeke	181	24.000000	0.000000
semimcfraeke	182	24.000000	0.000000
semimcfraeke	183	24.000000	0.000000
semimcfraeke	184	24.000000	0.000000
semimcfraeke	185	24.000000	0.000000
semimcfraeke	186	24.000000	0.000000
semimcfraeke	187	24.000000	0.000000
semimcfraeke	188	24.000000	0.000000
semimcfraeke	189	24.000000	0.000000
semimcfraeke	190	24.000000	0.000000
semimcfraeke	191	24.000000	0.000000
semimcfraeke	192	24.000000	0.000000
semimcfraeke	193	24.000000	0.000000
semimcfraeke	194	24.000000	0.000000
semimcfraeke	195	24.000000	0.000000
semimcfraeke	196	24.000000	0.000000
semimcfraeke	197	24.000000	0.000000
semimcfraeke	198	24.000000	0.000000
semimcfraeke	199	24.000000	0.000000

